longitude,latitude,crop_flow_lb_s,datetime,,distance_in,swth_wdth_in,moisture,status,pass_num,serial_number,field,dataset,product
-85.369307,42.406624,4.43,2012/10/12,18:15:43+00,74,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406643,4.23,2012/10/12,18:15:42+00,75,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.40666,5.33,2012/10/12,18:15:41+00,74,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406676,5.33,2012/10/12,18:15:40+00,74,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406696,5.73,2012/10/12,18:15:39+00,74,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406712,5.93,2012/10/12,18:15:38+00,74,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406729,5.73,2012/10/12,18:15:37+00,75,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406749,6.63,2012/10/12,18:15:36+00,75,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406765,6.03,2012/10/12,18:15:35+00,74,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406782,5.73,2012/10/12,18:15:34+00,77,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406801,5.83,2012/10/12,18:15:33+00,73,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406818,5.13,2012/10/12,18:15:32+00,72,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406835,3.93,2012/10/12,18:15:31+00,75,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406851,3.23,2012/10/12,18:15:30+00,72,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406871,2.73,2012/10/12,18:15:29+00,73,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406887,2.73,2012/10/12,18:15:28+00,72,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369307,42.406904,2.73,2012/10/12,18:15:27+00,72,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369305,42.406924,2.33,2012/10/12,18:15:26+00,73,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369305,42.40694,2.33,2012/10/12,18:15:25+00,71,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369305,42.406957,2.53,2012/10/12,18:15:24+00,70,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369305,42.406974,3.13,2012/10/12,18:15:23+00,64,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369305,42.406987,3.13,2012/10/12,18:15:22+00,40,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369302,42.406996,3.03,2012/10/12,18:15:21+00,12,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369302,42.406999,2.73,2012/10/12,18:15:20+00,0,180,13.57,1,3,5648,F1: T1R3-East,L1: ,Soybeans
-85.369302,42.406999,2.53,2012/10/12,18:15:19+00,14,180,13.57,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369299,42.407001,2.23,2012/10/12,18:15:18+00,27,180,13.57,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369293,42.407007,2.83,2012/10/12,18:15:17+00,27,180,13.57,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369288,42.407012,1.73,2012/10/12,18:15:16+00,26,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369282,42.407018,1.83,2012/10/12,18:15:15+00,14,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369282,42.407018,2.13,2012/10/12,18:15:14+00,41,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369293,42.407012,1.83,2012/10/12,18:15:13+00,61,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.36931,42.407004,3.23,2012/10/12,18:15:12+00,59,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369327,42.407001,4.93,2012/10/12,18:15:11+00,57,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369346,42.406999,3.43,2012/10/12,18:15:10+00,25,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369352,42.406999,3.13,2012/10/12,18:15:09+00,35,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369343,42.406999,0.43,2012/10/12,18:15:08+00,65,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369321,42.406999,0.03,2012/10/12,18:15:07+00,76,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369299,42.406996,0.03,2012/10/12,18:15:06+00,80,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369277,42.406987,1.63,2012/10/12,18:15:05+00,79,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369263,42.406971,2.53,2012/10/12,18:15:04+00,79,180,9.67,0,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.406954,2.73,2012/10/12,18:15:03+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.406935,5.13,2012/10/12,18:15:02+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.406915,5.23,2012/10/12,18:15:01+00,82,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.406896,5.03,2012/10/12,18:15:00+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.406879,4.13,2012/10/12,18:14:59+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.40686,3.73,2012/10/12,18:14:58+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.40684,2.63,2012/10/12,18:14:57+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.406821,2.53,2012/10/12,18:14:56+00,82,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369257,42.406801,2.73,2012/10/12,18:14:55+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406782,2.83,2012/10/12,18:14:54+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406762,3.33,2012/10/12,18:14:53+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406743,3.63,2012/10/12,18:14:52+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406724,3.83,2012/10/12,18:14:51+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406704,5.83,2012/10/12,18:14:50+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406685,5.83,2012/10/12,18:14:49+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406665,4.83,2012/10/12,18:14:48+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406646,4.63,2012/10/12,18:14:47+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406626,4.13,2012/10/12,18:14:46+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406607,4.13,2012/10/12,18:14:45+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406585,4.43,2012/10/12,18:14:44+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406565,4.03,2012/10/12,18:14:43+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406546,4.23,2012/10/12,18:14:42+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406526,4.13,2012/10/12,18:14:41+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406507,4.23,2012/10/12,18:14:40+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406487,4.33,2012/10/12,18:14:39+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406465,3.83,2012/10/12,18:14:38+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406446,2.43,2012/10/12,18:14:37+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406426,1.83,2012/10/12,18:14:36+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406407,2.33,2012/10/12,18:14:35+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406387,3.63,2012/10/12,18:14:34+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406368,4.33,2012/10/12,18:14:33+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406349,4.23,2012/10/12,18:14:32+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406326,4.93,2012/10/12,18:14:31+00,81,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406307,4.23,2012/10/12,18:14:30+00,84,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406287,3.93,2012/10/12,18:14:29+00,83,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369255,42.406268,4.63,2012/10/12,18:14:28+00,85,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369252,42.406249,4.73,2012/10/12,18:14:27+00,78,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369252,42.406229,4.23,2012/10/12,18:14:26+00,78,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369252,42.406212,4.03,2012/10/12,18:14:25+00,78,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369252,42.406193,3.63,2012/10/12,18:14:24+00,77,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369252,42.406174,3.63,2012/10/12,18:14:23+00,77,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369252,42.406154,3.83,2012/10/12,18:14:22+00,75,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369249,42.406137,3.63,2012/10/12,18:14:21+00,73,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369249,42.406121,3.13,2012/10/12,18:14:20+00,64,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369246,42.406104,3.23,2012/10/12,18:14:19+00,63,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369243,42.40609,3.13,2012/10/12,18:14:18+00,48,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369241,42.406079,3.13,2012/10/12,18:14:17+00,41,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369238,42.406071,3.13,2012/10/12,18:14:16+00,41,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369232,42.406062,3.13,2012/10/12,18:14:15+00,41,180,9.67,1,2,5648,F1: T1R3-East,L1: ,Soybeans
-85.369227,42.406051,2.83,2012/10/12,18:14:14+00,40,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369221,42.406043,2.23,2012/10/12,18:14:13+00,18,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369221,42.406043,2.53,2012/10/12,18:14:12+00,44,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.36923,42.406054,2.63,2012/10/12,18:14:11+00,73,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369249,42.406065,3.33,2012/10/12,18:14:10+00,71,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369271,42.406068,4.33,2012/10/12,18:14:09+00,41,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369282,42.406068,4.23,2012/10/12,18:14:08+00,11,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369282,42.406068,3.63,2012/10/12,18:14:07+00,44,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369271,42.406068,3.53,2012/10/12,18:14:06+00,67,180,9.67,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369249,42.406071,1.43,2012/10/12,18:14:05+00,74,180,0.07,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369227,42.406076,0.03,2012/10/12,18:14:04+00,75,180,0.07,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.36921,42.40609,2.43,2012/10/12,18:14:03+00,74,180,0.07,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.406104,2.53,2012/10/12,18:14:02+00,74,180,0.07,0,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.406124,4.03,2012/10/12,18:14:01+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.40614,3.23,2012/10/12,18:14:00+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.40616,2.83,2012/10/12,18:13:59+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.406182,2.73,2012/10/12,18:13:58+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.406199,2.83,2012/10/12,18:13:57+00,77,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.406221,3.63,2012/10/12,18:13:56+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.40624,4.43,2012/10/12,18:13:55+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.40626,3.83,2012/10/12,18:13:54+00,77,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369202,42.406276,4.23,2012/10/12,18:13:53+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406293,4.53,2012/10/12,18:13:52+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406312,4.63,2012/10/12,18:13:51+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406329,3.73,2012/10/12,18:13:50+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406349,2.63,2012/10/12,18:13:49+00,76,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406365,2.23,2012/10/12,18:13:48+00,77,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406382,2.23,2012/10/12,18:13:47+00,75,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406401,1.83,2012/10/12,18:13:46+00,75,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406421,3.23,2012/10/12,18:13:45+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406437,3.83,2012/10/12,18:13:44+00,75,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406454,3.83,2012/10/12,18:13:43+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.406474,3.83,2012/10/12,18:13:42+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369205,42.40649,3.13,2012/10/12,18:13:41+00,77,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406507,2.63,2012/10/12,18:13:40+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406526,3.03,2012/10/12,18:13:39+00,77,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406543,3.33,2012/10/12,18:13:38+00,75,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406562,5.03,2012/10/12,18:13:37+00,74,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406579,5.23,2012/10/12,18:13:36+00,75,180,0.07,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406596,4.53,2012/10/12,18:13:35+00,71,180,0.97,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406612,3.43,2012/10/12,18:13:34+00,71,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406629,2.93,2012/10/12,18:13:33+00,71,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406646,3.03,2012/10/12,18:13:32+00,71,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406662,3.53,2012/10/12,18:13:31+00,69,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406679,4.03,2012/10/12,18:13:30+00,71,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406696,4.83,2012/10/12,18:13:29+00,71,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406715,5.63,2012/10/12,18:13:28+00,72,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406729,5.73,2012/10/12,18:13:27+00,72,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406749,5.83,2012/10/12,18:13:26+00,78,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406765,6.53,2012/10/12,18:13:25+00,78,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406785,5.43,2012/10/12,18:13:24+00,79,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406804,5.53,2012/10/12,18:13:23+00,80,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.406821,5.33,2012/10/12,18:13:22+00,79,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369207,42.40684,4.53,2012/10/12,18:13:21+00,80,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.36921,42.40686,3.43,2012/10/12,18:13:20+00,79,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.36921,42.406879,3.63,2012/10/12,18:13:19+00,79,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.36921,42.406899,2.73,2012/10/12,18:13:18+00,80,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.36921,42.406918,3.23,2012/10/12,18:13:17+00,77,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.36921,42.406935,2.83,2012/10/12,18:13:16+00,70,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369213,42.406951,2.53,2012/10/12,18:13:15+00,64,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369216,42.406968,3.03,2012/10/12,18:13:14+00,54,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369216,42.406979,2.83,2012/10/12,18:13:13+00,50,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369218,42.406993,5.56,2012/10/12,18:13:12+00,45,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369221,42.407001,5.96,2012/10/12,18:13:11+00,31,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369224,42.40701,6.66,2012/10/12,18:13:10+00,17,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369224,42.407012,4.66,2012/10/12,18:13:09+00,15,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369224,42.407018,3.06,2012/10/12,18:13:08+00,8,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369224,42.407018,2.76,2012/10/12,18:13:07+00,5,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369224,42.407018,4.86,2012/10/12,18:13:06+00,0,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369224,42.407018,4.16,2012/10/12,18:13:05+00,5,180,13.67,1,1,5648,F1: T1R3-East,L1: ,Soybeans
-85.369814,42.406918,1.15,2012/10/12,18:09:14+00,1,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406918,1.55,2012/10/12,18:09:13+00,6,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406918,1.85,2012/10/12,18:09:12+00,11,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406918,1.65,2012/10/12,18:09:11+00,40,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406912,1.55,2012/10/12,18:09:10+00,60,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406896,1.45,2012/10/12,18:09:09+00,25,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406896,2.15,2012/10/12,18:09:08+00,49,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.40691,2.75,2012/10/12,18:09:07+00,24,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406912,3.05,2012/10/12,18:09:06+00,27,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.40691,3.55,2012/10/12,18:09:05+00,68,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406893,4.75,2012/10/12,18:09:04+00,92,180,13.69,0,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406871,5.95,2012/10/12,18:09:03+00,101,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406846,4.95,2012/10/12,18:09:02+00,102,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406824,0.35,2012/10/12,18:09:01+00,99,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406799,1.75,2012/10/12,18:09:00+00,102,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406776,4.75,2012/10/12,18:08:59+00,99,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406751,6.25,2012/10/12,18:08:58+00,99,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406729,6.25,2012/10/12,18:08:57+00,100,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406704,6.35,2012/10/12,18:08:56+00,100,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406682,4.65,2012/10/12,18:08:55+00,100,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406657,5.05,2012/10/12,18:08:54+00,100,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406632,5.65,2012/10/12,18:08:53+00,100,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.40661,5.75,2012/10/12,18:08:52+00,100,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406585,6.35,2012/10/12,18:08:51+00,100,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406562,6.25,2012/10/12,18:08:50+00,99,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406537,5.05,2012/10/12,18:08:49+00,101,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406515,5.35,2012/10/12,18:08:48+00,102,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.40649,4.65,2012/10/12,18:08:47+00,102,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406468,5.35,2012/10/12,18:08:46+00,101,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406443,5.45,2012/10/12,18:08:45+00,104,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406418,4.45,2012/10/12,18:08:44+00,104,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406396,4.15,2012/10/12,18:08:43+00,103,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406371,3.25,2012/10/12,18:08:42+00,104,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406346,3.15,2012/10/12,18:08:41+00,103,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406321,4.05,2012/10/12,18:08:40+00,104,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406299,3.85,2012/10/12,18:08:39+00,104,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406274,3.55,2012/10/12,18:08:38+00,103,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406249,3.25,2012/10/12,18:08:37+00,104,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406224,3.25,2012/10/12,18:08:36+00,103,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406199,3.65,2012/10/12,18:08:35+00,103,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406176,3.85,2012/10/12,18:08:34+00,104,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369808,42.406151,3.45,2012/10/12,18:08:33+00,98,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369811,42.406129,3.05,2012/10/12,18:08:32+00,91,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406107,2.75,2012/10/12,18:08:31+00,68,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369819,42.40609,3.05,2012/10/12,18:08:30+00,52,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369822,42.406079,3.15,2012/10/12,18:08:29+00,54,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369825,42.406068,3.65,2012/10/12,18:08:28+00,57,180,13.69,1,12,5648,F1: T1R3-West,L1: ,Soybeans
-85.369825,42.406054,3.35,2012/10/12,18:08:27+00,64,180,13.69,0,11,5648,F1: T1R3-West,L1: ,Soybeans
-85.369825,42.40604,3.35,2012/10/12,18:08:26+00,80,180,13.69,0,11,5648,F1: T1R3-West,L1: ,Soybeans
-85.369825,42.406018,1.95,2012/10/12,18:08:25+00,88,180,13.69,0,11,5648,F1: T1R3-West,L1: ,Soybeans
-85.369814,42.406001,1.95,2012/10/12,18:08:24+00,84,180,13.79,0,11,5648,F1: T1R3-West,L1: ,Soybeans
-85.369792,42.405976,2.55,2012/10/12,18:08:23+00,84,180,13.79,0,11,5648,F1: T1R3-West,L1: ,Soybeans
