longitude,latitude,crop_flow_lb_s,datetime,,distance_in,swth_wdth_in,moisture,status,pass_num,serial_number,field,dataset,product,,
-85.368224,42.414216,0,2009/10/19,18:38:44+00,34,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368224,42.414211,0,2009/10/19,18:38:43+00,46,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368221,42.414199,2.2,2009/10/19,18:38:42+00,46,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368218,42.414191,2.2,2009/10/19,18:38:41+00,45,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36821,42.41418,2.3,2009/10/19,18:38:40+00,46,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368201,42.414172,2,2009/10/19,18:38:39+00,42,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36819,42.414166,1.5,2009/10/19,18:38:38+00,40,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368179,42.414163,2.7,2009/10/19,18:38:37+00,40,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368165,42.414163,1.2,2009/10/19,18:38:36+00,40,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368151,42.414163,1.7,2009/10/19,18:38:35+00,18,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368149,42.414163,1.7,2009/10/19,18:38:34+00,24,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368151,42.414163,2.2,2009/10/19,18:38:33+00,55,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368168,42.414163,1.2,2009/10/19,18:38:32+00,61,180,13.68,0,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368188,42.414163,1.8,2009/10/19,18:38:31+00,61,180,13.68,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368207,42.414163,1.8,2009/10/19,18:38:30+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368226,42.414163,2.3,2009/10/19,18:38:29+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368246,42.414163,2.5,2009/10/19,18:38:28+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368265,42.414163,3.3,2009/10/19,18:38:27+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368285,42.414163,3.8,2009/10/19,18:38:26+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368304,42.414163,2.9,2009/10/19,18:38:25+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368321,42.414163,2.3,2009/10/19,18:38:24+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36834,42.414163,2.5,2009/10/19,18:38:23+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36836,42.414163,2.5,2009/10/19,18:38:22+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368379,42.414163,2.6,2009/10/19,18:38:21+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368399,42.414163,2.7,2009/10/19,18:38:20+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368418,42.414163,2.7,2009/10/19,18:38:19+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368435,42.414163,2.9,2009/10/19,18:38:18+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368454,42.414163,3.5,2009/10/19,18:38:17+00,63,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368474,42.414161,3.2,2009/10/19,18:38:16+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368496,42.414161,2.8,2009/10/19,18:38:15+00,63,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368515,42.414161,1.9,2009/10/19,18:38:14+00,63,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368535,42.414161,2.4,2009/10/19,18:38:13+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368554,42.414161,2.6,2009/10/19,18:38:12+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368574,42.414161,3,2009/10/19,18:38:11+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368593,42.414161,3.1,2009/10/19,18:38:10+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368613,42.414161,3,2009/10/19,18:38:09+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368629,42.414161,2.7,2009/10/19,18:38:08+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368649,42.414158,2.8,2009/10/19,18:38:07+00,63,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368668,42.414158,2.8,2009/10/19,18:38:06+00,62,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36869,42.414158,2.5,2009/10/19,18:38:05+00,63,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36871,42.414158,2.1,2009/10/19,18:38:04+00,63,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368729,42.414158,2.6,2009/10/19,18:38:03+00,59,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368749,42.414158,2.5,2009/10/19,18:38:02+00,59,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368765,42.414158,3.2,2009/10/19,18:38:01+00,59,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368785,42.414158,3.3,2009/10/19,18:38:00+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368804,42.414158,2.4,2009/10/19,18:37:59+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368821,42.414158,2.1,2009/10/19,18:37:58+00,59,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36884,42.414155,1.7,2009/10/19,18:37:57+00,60,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36886,42.414155,2,2009/10/19,18:37:56+00,59,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368876,42.414155,2.6,2009/10/19,18:37:55+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368896,42.414155,2.9,2009/10/19,18:37:54+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368915,42.414155,2.4,2009/10/19,18:37:53+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368935,42.414155,2.3,2009/10/19,18:37:52+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368954,42.414155,2.6,2009/10/19,18:37:51+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368974,42.414155,3.7,2009/10/19,18:37:50+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368993,42.414155,3.4,2009/10/19,18:37:49+00,60,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369013,42.414155,3.7,2009/10/19,18:37:48+00,60,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369029,42.414155,3.9,2009/10/19,18:37:47+00,60,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369049,42.414155,2.9,2009/10/19,18:37:46+00,60,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369068,42.414155,2.6,2009/10/19,18:37:45+00,59,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369088,42.414155,2.9,2009/10/19,18:37:44+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369104,42.414155,2.8,2009/10/19,18:37:43+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369124,42.414155,2.7,2009/10/19,18:37:42+00,61,180,13.69,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369143,42.414155,2.7,2009/10/19,18:37:41+00,51,180,14.49,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.414155,2,2009/10/19,18:37:40+00,42,180,14.49,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369174,42.414155,1.7,2009/10/19,18:37:39+00,28,180,14.49,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369182,42.414155,1.7,2009/10/19,18:37:38+00,25,180,14.49,1,3,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,1.6,2009/10/19,18:37:37+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,2.1,2009/10/19,18:37:36+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,1.9,2009/10/19,18:37:35+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,1.6,2009/10/19,18:37:34+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,1.8,2009/10/19,18:37:33+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,1.5,2009/10/19,18:37:32+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,1.5,2009/10/19,18:37:31+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,1.6,2009/10/19,18:37:30+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,0,2009/10/19,18:37:29+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,0,2009/10/19,18:37:28+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,0.9,2009/10/19,18:37:27+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,0.9,2009/10/19,18:37:26+00,0,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,0.9,2009/10/19,18:37:25+00,9,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414206,0.9,2009/10/19,18:37:24+00,25,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414201,1.5,2009/10/19,18:37:23+00,25,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414195,1.8,2009/10/19,18:37:22+00,45,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369169,42.414184,2,2009/10/19,18:37:21+00,66,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369169,42.41417,2.9,2009/10/19,18:37:20+00,80,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369169,42.414151,3.6,2009/10/19,18:37:19+00,80,180,14.49,0,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414131,3.8,2009/10/19,18:37:18+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414112,3.6,2009/10/19,18:37:17+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414095,4.5,2009/10/19,18:37:16+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414076,3.2,2009/10/19,18:37:15+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414056,4.6,2009/10/19,18:37:14+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414037,3.4,2009/10/19,18:37:13+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369166,42.414017,3.3,2009/10/19,18:37:12+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369163,42.414001,3.3,2009/10/19,18:37:11+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369163,42.413981,3.4,2009/10/19,18:37:10+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369163,42.413962,4.3,2009/10/19,18:37:09+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369163,42.413942,3.6,2009/10/19,18:37:08+00,80,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369163,42.413923,3.3,2009/10/19,18:37:07+00,77,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413906,3.2,2009/10/19,18:37:06+00,75,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413887,2.5,2009/10/19,18:37:05+00,75,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.41387,2.5,2009/10/19,18:37:04+00,75,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413854,3.1,2009/10/19,18:37:03+00,75,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413834,3.1,2009/10/19,18:37:02+00,75,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413817,1.9,2009/10/19,18:37:01+00,74,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413798,1.9,2009/10/19,18:37:00+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413781,2.6,2009/10/19,18:36:59+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413765,3.1,2009/10/19,18:36:58+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413745,2.2,2009/10/19,18:36:57+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413729,2,2009/10/19,18:36:56+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413709,1.7,2009/10/19,18:36:55+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413692,1.6,2009/10/19,18:36:54+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413673,1.9,2009/10/19,18:36:53+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413656,2.7,2009/10/19,18:36:52+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369158,42.413637,2.9,2009/10/19,18:36:51+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369158,42.41362,2.9,2009/10/19,18:36:50+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369158,42.413604,2.8,2009/10/19,18:36:49+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413587,3,2009/10/19,18:36:48+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.41357,3.4,2009/10/19,18:36:47+00,76,180,14.49,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413551,3.1,2009/10/19,18:36:46+00,76,180,12.79,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413534,2.7,2009/10/19,18:36:45+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413517,2.9,2009/10/19,18:36:44+00,76,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413498,3.1,2009/10/19,18:36:43+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413481,3,2009/10/19,18:36:42+00,75,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413462,3,2009/10/19,18:36:41+00,75,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413445,3.6,2009/10/19,18:36:40+00,74,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413426,3.6,2009/10/19,18:36:39+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413409,3.6,2009/10/19,18:36:38+00,74,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.41339,4.1,2009/10/19,18:36:37+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413373,4.3,2009/10/19,18:36:36+00,76,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413354,4.3,2009/10/19,18:36:35+00,76,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369152,42.413337,2.7,2009/10/19,18:36:34+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369149,42.413317,2.6,2009/10/19,18:36:33+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369149,42.413301,3.2,2009/10/19,18:36:32+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369147,42.413284,2.7,2009/10/19,18:36:31+00,77,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369144,42.413265,1.6,2009/10/19,18:36:30+00,65,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369138,42.413251,1.6,2009/10/19,18:36:29+00,52,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369135,42.41324,1.6,2009/10/19,18:36:28+00,44,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369127,42.413229,1.7,2009/10/19,18:36:27+00,35,180,0.09,1,2,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369127,42.413223,1.9,2009/10/19,18:36:26+00,9,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369127,42.413223,2.2,2009/10/19,18:36:25+00,32,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36913,42.413231,2.1,2009/10/19,18:36:24+00,36,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369135,42.413237,1,2009/10/19,18:36:23+00,34,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369147,42.413242,1.5,2009/10/19,18:36:22+00,35,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369155,42.413248,1.4,2009/10/19,18:36:21+00,35,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369163,42.413251,0.9,2009/10/19,18:36:20+00,26,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369172,42.413251,0.8,2009/10/19,18:36:19+00,14,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369174,42.413251,0.7,2009/10/19,18:36:18+00,8,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369174,42.413251,1.3,2009/10/19,18:36:17+00,45,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36916,42.413251,2.3,2009/10/19,18:36:16+00,68,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369138,42.413251,3.1,2009/10/19,18:36:15+00,67,180,0.09,0,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369119,42.413251,2.7,2009/10/19,18:36:14+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369097,42.413251,2.7,2009/10/19,18:36:13+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369074,42.413251,3.2,2009/10/19,18:36:12+00,68,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369055,42.413251,3,2009/10/19,18:36:11+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.369033,42.413251,2.4,2009/10/19,18:36:10+00,68,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36901,42.413251,3.6,2009/10/19,18:36:09+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368991,42.413251,2.4,2009/10/19,18:36:08+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368969,42.413251,2.4,2009/10/19,18:36:07+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368947,42.413254,2.7,2009/10/19,18:36:06+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368927,42.413254,3.1,2009/10/19,18:36:05+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368905,42.413254,3.3,2009/10/19,18:36:04+00,67,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368883,42.413254,2.4,2009/10/19,18:36:03+00,68,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36886,42.413254,2.4,2009/10/19,18:36:02+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368841,42.413254,2.4,2009/10/19,18:36:01+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368819,42.413254,2.8,2009/10/19,18:36:00+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368797,42.413254,2.8,2009/10/19,18:35:59+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368777,42.413256,3.4,2009/10/19,18:35:58+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368755,42.413256,3.3,2009/10/19,18:35:57+00,68,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368735,42.413256,3.3,2009/10/19,18:35:56+00,64,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368716,42.413256,3,2009/10/19,18:35:55+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368694,42.413256,3,2009/10/19,18:35:54+00,68,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368672,42.413256,3.4,2009/10/19,18:35:53+00,65,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368652,42.413256,2.7,2009/10/19,18:35:52+00,64,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368633,42.413256,2.7,2009/10/19,18:35:51+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36861,42.413256,2.7,2009/10/19,18:35:50+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368591,42.413256,2.5,2009/10/19,18:35:49+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368569,42.413256,2.5,2009/10/19,18:35:48+00,66,180,0.09,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368549,42.413256,3.1,2009/10/19,18:35:47+00,65,180,0.99,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36853,42.413256,3,2009/10/19,18:35:46+00,65,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368508,42.413256,2.8,2009/10/19,18:35:45+00,65,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368488,42.413256,3.3,2009/10/19,18:35:44+00,64,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368466,42.413256,3.8,2009/10/19,18:35:43+00,65,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368447,42.413256,3.8,2009/10/19,18:35:42+00,65,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368424,42.413256,4,2009/10/19,18:35:41+00,62,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368405,42.413256,4,2009/10/19,18:35:40+00,64,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368385,42.413256,4,2009/10/19,18:35:39+00,65,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368366,42.413256,4.2,2009/10/19,18:35:38+00,63,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368347,42.413256,4.3,2009/10/19,18:35:37+00,63,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368324,42.413256,3.6,2009/10/19,18:35:36+00,61,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368305,42.413256,3.1,2009/10/19,18:35:35+00,61,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368285,42.413254,3.5,2009/10/19,18:35:34+00,61,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368266,42.413254,3.6,2009/10/19,18:35:33+00,61,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368247,42.413254,3.4,2009/10/19,18:35:32+00,59,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368227,42.413254,3.8,2009/10/19,18:35:31+00,59,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36821,42.413254,3.6,2009/10/19,18:35:30+00,58,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368191,42.413254,2.4,2009/10/19,18:35:29+00,54,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368174,42.413254,2.2,2009/10/19,18:35:28+00,54,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368158,42.413254,2.3,2009/10/19,18:35:27+00,47,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368144,42.413254,2.9,2009/10/19,18:35:26+00,46,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.36813,42.413254,2.9,2009/10/19,18:35:25+00,49,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368113,42.413251,4.7,2009/10/19,18:35:24+00,40,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368099,42.413248,3.7,2009/10/19,18:35:23+00,36,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368077,42.413248,3.8,2009/10/19,18:35:22+00,28,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368069,42.413248,2.1,2009/10/19,18:35:21+00,15,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
-85.368066,42.413248,1.8,2009/10/19,18:35:20+00,0,180,13.69,1,1,5648,F1: T4R5-West,L1: ,Soybeans,,
