longitude,latitude,crop_flow_lb_s,datetime,,distance_in,swth_wdth_in,moisture,status,pass_num,serial_number,field,dataset,product,,
-85.368623,42.414809,8.85,2008/11/3,16:43:32+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368623,42.414789,11.55,2008/11/3,16:43:31+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.36862,42.414767,12.25,2008/11/3,16:43:30+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.36862,42.414748,11.15,2008/11/3,16:43:29+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.36862,42.414728,11.25,2008/11/3,16:43:28+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.36862,42.414709,13.15,2008/11/3,16:43:27+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.36862,42.414689,15.45,2008/11/3,16:43:26+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.36862,42.41467,16.25,2008/11/3,16:43:25+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368618,42.414651,14.75,2008/11/3,16:43:24+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368618,42.414631,14.65,2008/11/3,16:43:23+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368618,42.414612,15.65,2008/11/3,16:43:22+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368618,42.414592,12.35,2008/11/3,16:43:21+00,83,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368618,42.414573,12.65,2008/11/3,16:43:20+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414553,12.15,2008/11/3,16:43:19+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414531,13.35,2008/11/3,16:43:18+00,83,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414512,11.95,2008/11/3,16:43:17+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414492,12.65,2008/11/3,16:43:16+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414473,12.65,2008/11/3,16:43:15+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368612,42.414453,11.35,2008/11/3,16:43:14+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368612,42.414431,10.95,2008/11/3,16:43:13+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368612,42.414412,9.45,2008/11/3,16:43:12+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368612,42.414392,10.95,2008/11/3,16:43:11+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368612,42.414373,8.15,2008/11/3,16:43:10+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414353,6.05,2008/11/3,16:43:09+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414334,3.85,2008/11/3,16:43:08+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414314,2.65,2008/11/3,16:43:07+00,85,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414292,2.05,2008/11/3,16:43:06+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414273,2.35,2008/11/3,16:43:05+00,84,180,17.38,1,10,5648,F1: T3R5-East,L1: ,Corn,,
-85.368615,42.414253,2.35,2008/11/3,16:43:04+00,82,180,17.38,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368606,42.414234,2.35,2008/11/3,16:43:03+00,78,180,17.38,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36859,42.41422,2.35,2008/11/3,16:43:02+00,78,180,17.38,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368568,42.414217,2.75,2008/11/3,16:43:01+00,78,180,17.38,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368543,42.414217,3.15,2008/11/3,16:43:00+00,79,180,17.38,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368523,42.414228,2.75,2008/11/3,16:42:59+00,80,180,17.38,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414242,3.65,2008/11/3,16:42:58+00,80,180,17.38,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414262,4.05,2008/11/3,16:42:57+00,80,180,17.08,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414281,5.65,2008/11/3,16:42:56+00,80,180,17.08,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414298,6.95,2008/11/3,16:42:55+00,80,180,17.08,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414317,8.95,2008/11/3,16:42:54+00,80,180,17.08,0,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414337,9.85,2008/11/3,16:42:53+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414356,11.15,2008/11/3,16:42:52+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414376,10.55,2008/11/3,16:42:51+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414395,11.35,2008/11/3,16:42:50+00,79,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368504,42.414412,13.85,2008/11/3,16:42:49+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414431,12.25,2008/11/3,16:42:48+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414451,12.55,2008/11/3,16:42:47+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.41447,12.05,2008/11/3,16:42:46+00,79,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414489,13.65,2008/11/3,16:42:45+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414509,13.95,2008/11/3,16:42:44+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414528,14.25,2008/11/3,16:42:43+00,80,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414548,14.55,2008/11/3,16:42:42+00,79,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414564,14.35,2008/11/3,16:42:41+00,79,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414584,13.75,2008/11/3,16:42:40+00,79,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.414603,14.55,2008/11/3,16:42:39+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368509,42.414623,17.25,2008/11/3,16:42:38+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368509,42.414639,15.15,2008/11/3,16:42:37+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368509,42.414659,15.25,2008/11/3,16:42:36+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368509,42.414678,14.65,2008/11/3,16:42:35+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368509,42.414698,13.55,2008/11/3,16:42:34+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368509,42.414717,13.55,2008/11/3,16:42:33+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368512,42.414737,14.35,2008/11/3,16:42:32+00,82,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368512,42.414756,15.35,2008/11/3,16:42:31+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368512,42.414773,14.55,2008/11/3,16:42:30+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368512,42.414792,12.05,2008/11/3,16:42:29+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368512,42.414812,10.85,2008/11/3,16:42:28+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.414831,12.85,2008/11/3,16:42:27+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.414851,11.65,2008/11/3,16:42:26+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.41487,12.65,2008/11/3,16:42:25+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.414889,10.75,2008/11/3,16:42:24+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.414909,9.45,2008/11/3,16:42:23+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.414928,9.35,2008/11/3,16:42:22+00,81,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.414948,9.35,2008/11/3,16:42:21+00,82,180,17.08,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368515,42.414967,10.25,2008/11/3,16:42:20+00,82,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368518,42.414987,8.95,2008/11/3,16:42:19+00,81,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368518,42.415006,9.15,2008/11/3,16:42:18+00,82,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368518,42.415026,8.05,2008/11/3,16:42:17+00,81,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368518,42.415045,10.45,2008/11/3,16:42:16+00,82,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415064,11.05,2008/11/3,16:42:15+00,80,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415081,12.15,2008/11/3,16:42:14+00,79,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415101,10.15,2008/11/3,16:42:13+00,81,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.41512,8.35,2008/11/3,16:42:12+00,82,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415139,5.05,2008/11/3,16:42:11+00,82,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415159,2.45,2008/11/3,16:42:10+00,81,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415178,1.95,2008/11/3,16:42:09+00,81,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415198,1.55,2008/11/3,16:42:08+00,83,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.36852,42.415217,1.25,2008/11/3,16:42:07+00,83,180,18.38,1,9,5648,F1: T3R5-East,L1: ,Corn,,
-85.368518,42.415234,1.25,2008/11/3,16:42:06+00,86,180,18.38,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368506,42.415253,1.55,2008/11/3,16:42:05+00,95,180,18.38,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368487,42.41527,1.85,2008/11/3,16:42:04+00,95,180,18.38,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368462,42.415278,1.55,2008/11/3,16:42:03+00,96,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368431,42.415281,2.05,2008/11/3,16:42:02+00,96,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368401,42.415281,2.05,2008/11/3,16:42:01+00,96,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36837,42.415278,2.35,2008/11/3,16:42:00+00,96,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368345,42.415264,3.25,2008/11/3,16:41:59+00,95,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368326,42.415248,4.15,2008/11/3,16:41:58+00,96,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368312,42.415228,3.85,2008/11/3,16:41:57+00,94,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368318,42.415198,5.15,2008/11/3,16:41:56+00,93,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368312,42.415178,7.45,2008/11/3,16:41:55+00,93,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368312,42.415156,8.95,2008/11/3,16:41:54+00,85,180,17.88,0,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368312,42.415137,9.75,2008/11/3,16:41:53+00,80,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368312,42.415117,10.65,2008/11/3,16:41:52+00,80,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368312,42.415098,10.05,2008/11/3,16:41:51+00,80,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368312,42.415078,12.25,2008/11/3,16:41:50+00,80,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368309,42.415059,10.75,2008/11/3,16:41:49+00,79,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368309,42.415042,13.55,2008/11/3,16:41:48+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368304,42.415028,13.15,2008/11/3,16:41:47+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368304,42.415009,11.85,2008/11/3,16:41:46+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368304,42.414992,10.35,2008/11/3,16:41:45+00,81,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368304,42.414973,10.85,2008/11/3,16:41:44+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368304,42.414953,14.25,2008/11/3,16:41:43+00,81,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368304,42.414934,11.25,2008/11/3,16:41:42+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368304,42.414914,12.55,2008/11/3,16:41:41+00,84,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368301,42.414895,11.55,2008/11/3,16:41:40+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368301,42.414876,12.15,2008/11/3,16:41:39+00,81,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368301,42.414856,10.35,2008/11/3,16:41:38+00,81,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368301,42.414837,11.35,2008/11/3,16:41:37+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368301,42.414817,11.75,2008/11/3,16:41:36+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368301,42.414798,9.55,2008/11/3,16:41:35+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368301,42.414778,9.35,2008/11/3,16:41:34+00,84,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368298,42.414759,9.05,2008/11/3,16:41:33+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368298,42.414739,10.35,2008/11/3,16:41:32+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368298,42.41472,9.55,2008/11/3,16:41:31+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368298,42.414701,9.55,2008/11/3,16:41:30+00,83,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368298,42.414681,9.15,2008/11/3,16:41:29+00,84,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368295,42.414662,10.25,2008/11/3,16:41:28+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368295,42.414642,9.45,2008/11/3,16:41:27+00,81,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368295,42.414623,10.15,2008/11/3,16:41:26+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368295,42.414603,11.05,2008/11/3,16:41:25+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368295,42.414584,8.85,2008/11/3,16:41:24+00,82,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368293,42.414564,8.55,2008/11/3,16:41:23+00,81,180,17.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368293,42.414545,9.25,2008/11/3,16:41:22+00,82,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368293,42.414526,10.35,2008/11/3,16:41:21+00,82,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368293,42.414506,8.45,2008/11/3,16:41:20+00,81,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368293,42.414487,9.75,2008/11/3,16:41:19+00,82,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368293,42.414467,8.05,2008/11/3,16:41:18+00,81,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.368293,42.414448,10.25,2008/11/3,16:41:17+00,82,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414428,9.45,2008/11/3,16:41:16+00,82,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414409,9.25,2008/11/3,16:41:15+00,81,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414389,9.25,2008/11/3,16:41:14+00,82,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414373,6.65,2008/11/3,16:41:13+00,81,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414353,4.55,2008/11/3,16:41:12+00,84,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414331,3.05,2008/11/3,16:41:11+00,83,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414312,0.05,2008/11/3,16:41:10+00,83,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414292,0.05,2008/11/3,16:41:09+00,84,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414276,0.05,2008/11/3,16:41:08+00,83,180,18.88,1,8,5648,F1: T3R5-East,L1: ,Corn,,
-85.36829,42.414253,0.95,2008/11/3,16:41:07+00,84,180,18.88,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368281,42.414234,0.95,2008/11/3,16:41:06+00,82,180,18.88,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368265,42.41422,1.15,2008/11/3,16:41:05+00,78,180,18.88,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368243,42.414214,2.25,2008/11/3,16:41:04+00,79,180,18.88,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368218,42.414214,2.55,2008/11/3,16:41:03+00,79,180,18.58,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368193,42.414223,2.65,2008/11/3,16:41:02+00,79,180,18.58,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368176,42.414239,2.55,2008/11/3,16:41:01+00,81,180,18.58,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368176,42.414259,3.45,2008/11/3,16:41:00+00,81,180,18.58,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368176,42.414276,4.15,2008/11/3,16:40:59+00,84,180,18.58,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368179,42.414298,4.95,2008/11/3,16:40:58+00,84,180,18.58,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368179,42.414317,5.85,2008/11/3,16:40:57+00,83,180,18.58,0,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368179,42.414337,4.75,2008/11/3,16:40:56+00,84,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368179,42.414356,6.35,2008/11/3,16:40:55+00,84,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368181,42.414376,6.35,2008/11/3,16:40:54+00,83,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368181,42.414395,5.35,2008/11/3,16:40:53+00,83,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368181,42.414414,7.15,2008/11/3,16:40:52+00,84,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368181,42.414434,8.05,2008/11/3,16:40:51+00,84,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368181,42.414453,7.65,2008/11/3,16:40:50+00,83,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414473,6.45,2008/11/3,16:40:49+00,84,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414492,8.25,2008/11/3,16:40:48+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414512,8.35,2008/11/3,16:40:47+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414531,8.45,2008/11/3,16:40:46+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414551,7.15,2008/11/3,16:40:45+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.41457,7.55,2008/11/3,16:40:44+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414592,6.65,2008/11/3,16:40:43+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414612,7.95,2008/11/3,16:40:42+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414628,8.75,2008/11/3,16:40:41+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368184,42.414648,6.85,2008/11/3,16:40:40+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368187,42.414667,4.85,2008/11/3,16:40:39+00,81,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368187,42.414687,5.05,2008/11/3,16:40:38+00,81,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.368187,42.414706,4.85,2008/11/3,16:40:37+00,82,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.36819,42.414726,6.35,2008/11/3,16:40:36+00,81,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.36819,42.414745,7.65,2008/11/3,16:40:35+00,81,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.36819,42.414764,7.65,2008/11/3,16:40:34+00,81,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.36819,42.414784,8.35,2008/11/3,16:40:33+00,81,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.36819,42.414801,7.45,2008/11/3,16:40:32+00,81,180,18.58,1,7,5648,F1: T3R5-East,L1: ,Corn,,
-85.36819,42.41482,7.45,2008/11/3,16:40:31+00,81,180,17.88,1,7,5648,F1: T3R5-East,L1: ,Corn,,
